DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA-NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241804081,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,1630,18,Southeast,1801,1,310,BURGLARY,1822 1601 0344 0329,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,310,,,,600 W  87TH                         ST,,33.9587,-118.2848
242004023,01/02/2024 12:00:00 AM,12/14/2023 12:00:00 AM,1800,20,Olympic,2021,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4000    WILSHIRE                     BL,,34.0653,-118.3183
241104058,01/02/2024 12:00:00 AM,12/28/2023 12:00:00 AM,2000,11,Northeast,1184,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,44,F,F,101,STREET,,,IC,Invest Cont,331,,,,1700    MORTON                       AV,,34.0825,-118.2521
240504037,01/02/2024 12:00:00 AM,12/22/2023 12:00:00 AM,2045,05,Harbor,0585,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 W  19TH                         ST,,33.727,-118.2924
240104243,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,2330,01,Central,0181,1,352,PICKPOCKET,0344,26,F,W,713,CONVENTION CENTER,,,IC,Invest Cont,352,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692
241404031,01/02/2024 12:00:00 AM,12/28/2023 12:00:00 AM,0730,14,Pacific,1494,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700    WORLD                        WY,,33.9431,-118.401
240704056,01/02/2024 12:00:00 AM,07/17/2023 12:00:00 AM,1100,07,Wilshire,0702,2,439,FALSE POLICE REPORT,0913,58,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,439,,,,800 N  POINSETTIA                   PL,,34.084,-118.3547
241207639,03/02/2024 12:00:00 AM,05/24/2023 12:00:00 AM,1603,12,77th Street,1269,2,354,THEFT OF IDENTITY,0100 0930,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 E  81ST                         ST,,33.9656,-118.263
240804085,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1607,08,West LA,0852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
240104078,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,2030,01,Central,0195,2,888,TRESPASSING,0397 1602 0601 0329,64,M,A,203,OTHER BUSINESS,,,IC,Invest Cont,888,,,,1400 S  LOS ANGELES                  ST,,34.0347,-118.2602
240204029,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,2245,02,Rampart,0237,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,MIRAMAR                      ST,BIXEL                        ST,34.0582,-118.2594
240605551,01/02/2024 12:00:00 AM,12/30/2023 12:00:00 AM,1024,06,Hollywood,0638,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0601,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,5500    HOLLYWOOD                    BL,,34.1038,-118.3151
240904051,01/02/2024 12:00:00 AM,12/26/2023 12:00:00 AM,1200,09,Van Nuys,0904,1,510,VEHICLE - STOLEN,,0,,,217,AUTO REPAIR SHOP,,,AA,Adult Arrest,510,,,,7700    KESTER                       AV,,34.2103,-118.4575
241504150,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,2040,15,N Hollywood,1527,1,352,PICKPOCKET,0344,25,M,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,352,,,,11100    VICTORY                      BL,,34.1867,-118.372
240304057,01/02/2024 12:00:00 AM,12/28/2023 12:00:00 AM,1255,03,Southwest,0395,2,354,THEFT OF IDENTITY,0100 1822 0922 0929 0930,41,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 W  41ST                         ST,,34.0099,-118.3114
240704045,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0655,07,Wilshire,0723,1,761,BRANDISH WEAPON,2004 0334 1822,49,M,H,203,OTHER BUSINESS,216,SCISSORS,IC,Invest Cont,761,,,,7900    BEVERLY                      BL,,34.0761,-118.3616
240304893,01/02/2024 12:00:00 AM,10/19/2023 12:00:00 AM,1440,03,Southwest,0325,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,32,F,H,406,OTHER STORE,,,IC,Invest Cont,440,,,,2600 S  VERMONT                      AV,,34.0328,-118.2916
241204070,01/02/2024 12:00:00 AM,12/06/2023 12:00:00 AM,1100,12,77th Street,1233,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 W  SLAUSON                      AV,,33.9892,-118.3089
241104051,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,2030,11,Northeast,1151,2,625,OTHER ASSAULT,0449 1822,34,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,L RON HUBBARD                WY,FOUNTAIN                     AV,34.0955,-118.294
240400505,01/02/2024 12:00:00 AM,12/05/2023 12:00:00 AM,0500,04,Hollenbeck,0404,2,354,THEFT OF IDENTITY,1402 0100,0,X,X,301,GAS STATION,,,IC,Invest Cont,354,998,,,400 S  AVENUE 60,,34.1074,-118.1858
241004048,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,2350,10,West Valley,1047,2,888,TRESPASSING,1822 1606,0,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,888,,,,6300    BALBOA                       BL,,34.1846,-118.5013
240704067,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,0815,07,Wilshire,0742,1,330,BURGLARY FROM VEHICLE,1602 1300 0344,0,X,X,101,STREET,,,IC,Invest Cont,330,,,,CARRILLO                     DR,COMMODORE SLOAT              DR,34.06,-118.3678
241004084,01/02/2024 12:00:00 AM,12/20/2023 12:00:00 AM,0700,10,West Valley,1008,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,50,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,7600    WOODLEY                      AV,,34.2085,-118.4837
240704068,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,0130,07,Wilshire,0735,1,330,BURGLARY FROM VEHICLE,1309 0344,23,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,600 S  DETROIT                      ST,,34.0649,-118.3451
241704310,01/02/2024 12:00:00 AM,09/24/2023 12:00:00 AM,1005,17,Devonshire,1792,2,354,THEFT OF IDENTITY,1822 0929,75,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8400    CALVIN                       AV,,34.2226,-118.5558
241504076,01/02/2024 12:00:00 AM,12/28/2023 12:00:00 AM,1630,15,N Hollywood,1501,1,310,BURGLARY,0344,0,M,O,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,310,,,,7800    ETHEL                        AV,,34.212,-118.417
241104064,01/02/2024 12:00:00 AM,12/18/2023 12:00:00 AM,1800,11,Northeast,1162,1,352,PICKPOCKET,0344,29,M,W,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,352,,,,4200 W  SUNSET                       BL,,34.0938,-118.2818
241104068,01/02/2024 12:00:00 AM,12/12/2023 12:00:00 AM,0335,11,Northeast,1176,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1309 0327,52,M,H,101,STREET,,,IC,Invest Cont,331,,,,2300    FERNLEAF                     ST,,34.0875,-118.2319
240706587,03/02/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1344,07,Wilshire,0736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
241104072,01/02/2024 12:00:00 AM,12/30/2023 12:00:00 AM,1030,11,Northeast,1186,1,510,VEHICLE - STOLEN,0344 0940,39,M,W,101,STREET,,,IC,Invest Cont,510,,,,800    ACADEMY                      RD,,34.0828,-118.2365
240806424,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0530,08,West LA,0884,1,310,BURGLARY,1609 1420 1822 0344,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,10900 W  PICO                         BL,,34.0397,-118.4295
242006712,03/02/2024 12:00:00 AM,11/01/2023 12:00:00 AM,0001,20,Olympic,2049,2,354,THEFT OF IDENTITY,1202 0913 0100 0344 0360 0929 0930,75,M,B,101,STREET,,,IC,Invest Cont,354,,,,2600    JAMES M WOOD                 BL,,34.0559,-118.2842
241405470,02/02/2024 12:00:00 AM,12/01/2023 12:00:00 AM,0001,14,Pacific,1464,1,310,BURGLARY,0397 0344,33,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,12700    MILLENNIUM                   DR,,33.9754,-118.4178
240905285,02/02/2024 12:00:00 AM,09/28/2023 12:00:00 AM,2026,09,Van Nuys,0904,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 1414,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,14900    RAYMER                       ST,,34.2131,-118.4584
241604037,01/02/2024 12:00:00 AM,12/08/2023 12:00:00 AM,1400,16,Foothill,1605,1,510,VEHICLE - STOLEN,,0,,,710,OTHER PREMISE,,,IC,Invest Cont,510,,,,11700    GRUEN                        ST,,34.2834,-118.3883
240704052,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,1500,07,Wilshire,0747,1,330,BURGLARY FROM VEHICLE,0358 1609 1307 0344 1822,62,F,B,101,STREET,,,IC,Invest Cont,330,,,,1000 S  LONGWOOD                     AV,,34.0571,-118.3384
241404299,01/02/2024 12:00:00 AM,12/11/2023 12:00:00 AM,1730,14,Pacific,1431,1,330,BURGLARY FROM VEHICLE,0344 1300 1609 1307,24,F,W,101,STREET,,,IC,Invest Cont,330,,,,500    RIALTO                       AV,,33.9891,-118.4674
241004104,01/02/2024 12:00:00 AM,08/31/2023 12:00:00 AM,1220,10,West Valley,1068,2,354,THEFT OF IDENTITY,1822 0930,0,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5400    BALBOA                       BL,,34.1692,-118.5011
241304061,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,1500,13,Newton,1313,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2000    TRINITY                      ST,,34.0276,-118.2599
240605723,02/02/2024 12:00:00 AM,02/01/2023 12:00:00 AM,2300,06,Hollywood,0638,2,932,PEEPING TOM,0913,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,932,,,,5900    FRANKLIN                     AV,,34.1053,-118.318
240304076,01/02/2024 12:00:00 AM,12/26/2023 12:00:00 AM,1300,03,Southwest,0318,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1202,61,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1200 W  25TH                         ST,,34.0336,-118.2865
241704053,01/02/2024 12:00:00 AM,04/08/2023 12:00:00 AM,1830,17,Devonshire,1773,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822,20,M,O,108,PARKING LOT,,,IC,Invest Cont,649,,,,18100    NORDHOFF                     ST,,34.2391,-118.5295
241004081,01/02/2024 12:00:00 AM,12/28/2023 12:00:00 AM,1220,10,West Valley,1075,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1822,41,M,W,101,STREET,,,IC,Invest Cont,331,,,,5100    ENFIELD                      AV,,34.1617,-118.524
241504096,01/02/2024 12:00:00 AM,12/19/2023 12:00:00 AM,2000,15,N Hollywood,1523,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,6400    BABCOCK                      AV,,34.1869,-118.4063
240906229,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1400,09,Van Nuys,0971,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15100    VENTURA                      BL,,34.1564,-118.463
241505646,02/02/2024 12:00:00 AM,12/03/2023 12:00:00 AM,0800,15,N Hollywood,1591,2,354,THEFT OF IDENTITY,1501,39,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12300    VENTURA                      BL,,34.1431,-118.4009
242004054,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0240,20,Olympic,2036,1,310,BURGLARY,0216 0344 1822 0358,29,F,A,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,3300    WILSHIRE                     BL,,34.0618,-118.2944
241105228,02/02/2024 12:00:00 AM,10/01/2023 12:00:00 AM,2200,11,Northeast,1146,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1900    RIPPLE                       ST,,34.1006,-118.2469
240404079,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,1200,04,Hollenbeck,0491,1,310,BURGLARY,0358 0344 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1200 S  BOYLE                        AV,,34.0287,-118.2206
241305528,02/02/2024 12:00:00 AM,01/19/2023 12:00:00 AM,0700,13,Newton,1309,2,354,THEFT OF IDENTITY,0100,38,F,A,602,BANK,,,IC,Invest Cont,354,,,,1200 S  SANTA FE                     AV,,34.0296,-118.23
241904043,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,1700,19,Mission,1982,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,NOBLE,RAYEN,34.2318,-118.4611
240404023,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,1950,04,Hollenbeck,0478,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1307 0329,41,F,H,102,SIDEWALK,,,IC,Invest Cont,745,,,,3400    WHITTIER                     BL,,34.0278,-118.201
241004071,01/02/2024 12:00:00 AM,12/19/2023 12:00:00 AM,2100,10,West Valley,1077,1,330,BURGLARY FROM VEHICLE,1822 0344 1609 1300 1307,43,F,O,103,ALLEY,,,IC,Invest Cont,330,,,,16900    VENTURA                      BL,,34.1593,-118.5011
240504072,01/02/2024 12:00:00 AM,12/02/2023 12:00:00 AM,1200,05,Harbor,0515,1,310,BURGLARY,1822 1607 0344,40,F,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,500 W  PACIFIC COAST                HY,,33.7948,-118.2694
242104086,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,2100,21,Topanga,2128,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,66,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,20300    SATICOY                      ST,,34.212,-118.5754
240806444,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1300,08,West LA,0886,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200    BEVERWIL                     DR,,34.0475,-118.4032
241104057,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,1600,11,Northeast,1119,1,330,BURGLARY FROM VEHICLE,0344 1302,27,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,330,,,,N  NEOLA                        PL,SAGINAW                      ST,34.1381,-118.1931
241604061,01/02/2024 12:00:00 AM,12/07/2023 12:00:00 AM,1300,16,Foothill,1693,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385,65,M,W,101,STREET,,,IC,Invest Cont,331,,,,7700    RHODES                       AV,,34.2103,-118.3995
241504071,01/02/2024 12:00:00 AM,01/01/2023 12:00:00 AM,1700,15,N Hollywood,1557,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,4800    CLEON                        AV,,34.1577,-118.3681
241304055,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,0200,13,Newton,1375,1,310,BURGLARY,1606 0330 0344 1822,41,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1300 E  58TH                         ST,,33.9902,-118.2521
241804078,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,0850,18,Southeast,1823,2,900,VIOLATION OF COURT ORDER,0913 2038,38,F,B,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,900,,,,9800    AVALON                       BL,,33.947,-118.2684
240604071,01/02/2024 12:00:00 AM,12/22/2023 12:00:00 AM,1900,06,Hollywood,0667,1,310,BURGLARY,1822 1607 0344 0329,0,X,X,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,310,,,,1300 N  BRONSON                      AV,,34.0944,-118.318
240505259,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,2000,05,Harbor,0562,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9TH,AVERILL,33.7361,-118.3078
241904047,01/02/2024 12:00:00 AM,12/30/2023 12:00:00 AM,1700,19,Mission,1913,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,14800    TYLER                        ST,,34.309,-118.4547
240906473,03/06/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1600,09,Van Nuys,0964,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,14300    ADDISON                      ST,,34.1611,-118.4443
240804049,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,1200,08,West LA,0826,1,310,BURGLARY,0358 1822 0344,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,11900    SAN VICENTE                  BL,,34.0523,-118.4729
240305906,02/02/2024 12:00:00 AM,12/30/2023 12:00:00 AM,1640,03,Southwest,0321,2,354,THEFT OF IDENTITY,0100 0930 1202 1822,64,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3400 S  SYCAMORE                     AV,,34.0249,-118.3572
241504082,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,1145,15,N Hollywood,1513,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0216 0421 0913,46,M,W,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,12400    LEMAY                        ST,,34.1912,-118.4036
241204090,01/02/2024 12:00:00 AM,09/15/2023 12:00:00 AM,0315,12,77th Street,1251,2,763,STALKING,0347 2000 1814 0432 0913 1309,39,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,763,,,,3300 W  FLORENCE                     AV,,33.9745,-118.3294
240104256,01/02/2024 12:00:00 AM,12/30/2023 12:00:00 AM,2130,01,Central,0181,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,49,F,J,741,STAPLES CENTER *,,,IC,Invest Cont,440,,,,CHICK HEARN                  CT,S  FIGUEROA                     ST,34.044,-118.2676
241706788,03/06/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0200,17,Devonshire,1747,1,352,PICKPOCKET,0344,54,F,W,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,16900    BLACKHAWK                    ST,,34.2589,-118.5006
241504068,01/02/2024 12:00:00 AM,11/02/2023 12:00:00 AM,1200,15,N Hollywood,1525,2,354,THEFT OF IDENTITY,1822 0935,70,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6400    BEN                          AV,,34.1867,-118.3943
240104105,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1610,01,Central,0101,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200    VIN SCULLY                   AV,,34.0725,-118.2489
241505647,02/02/2024 12:00:00 AM,06/19/2023 12:00:00 AM,1735,15,N Hollywood,1539,2,354,THEFT OF IDENTITY,1501,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10900    OXNARD                       ST,,34.1794,-118.3681
240705410,02/02/2024 12:00:00 AM,12/22/2023 12:00:00 AM,2230,07,Wilshire,0743,1,330,BURGLARY FROM VEHICLE,1300 0321 1605 1822 0344,52,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,5800 W  OLYMPIC                      BL,,34.0574,-118.356
240805211,01/02/2024 12:00:00 AM,12/26/2023 12:00:00 AM,2345,08,West LA,0811,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,46,M,H,118,CONSTRUCTION SITE,,,IC,Invest Cont,440,,,,17700    TRAMONTO                     DR,,34.0421,-118.5604
241804151,01/02/2024 12:00:00 AM,12/28/2023 12:00:00 AM,1340,18,Southeast,1864,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,37,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,900 E  119TH                        ST,,33.9246,-118.2587
240804120,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,1400,08,West LA,0842,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,22,F,W,101,STREET,,,IC,Invest Cont,331,,,,11800    TEXAS                        AV,,34.0458,-118.4614
241504083,01/02/2024 12:00:00 AM,12/27/2023 12:00:00 AM,0630,15,N Hollywood,1553,2,888,TRESPASSING,0216,49,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,4600    KRAFT                        AV,,34.1549,-118.3801
241604051,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,1500,16,Foothill,1699,1,310,BURGLARY,0344 1307 1609,52,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,10100    STAGG                        ST,,34.2108,-118.3518
241605958,03/02/2024 12:00:00 AM,08/11/2023 12:00:00 AM,0950,16,Foothill,1612,2,354,THEFT OF IDENTITY,1822 0929 0930 0928,32,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13100    JUDD                         ST,,34.2727,-118.4186
241004069,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1931,10,West Valley,1023,1,310,BURGLARY,1822 1607 1202,63,F,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,6800    SYLVIA                       AV,,34.1938,-118.5524
240204047,01/02/2024 12:00:00 AM,10/18/2023 12:00:00 AM,2330,02,Rampart,0257,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600    WITMER                       ST,,34.0555,-118.2656
240104162,01/02/2024 12:00:00 AM,12/25/2023 12:00:00 AM,1400,01,Central,0181,1,330,BURGLARY FROM VEHICLE,0344 1300,37,F,B,752,FIRE STATION,,,IC,Invest Cont,330,,,,12TH                         ST,LA LIVE                      WY,34.0439,-118.2709
240207168,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1700,02,Rampart,0237,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500    COUNCIL                      ST,,34.0656,-118.2616
240704073,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,2100,07,Wilshire,0753,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344,59,F,W,101,STREET,,,IC,Invest Cont,331,,,,5700    PACKARD                      ST,,34.0525,-118.3615
240706589,03/02/2024 12:00:00 AM,12/27/2023 12:00:00 AM,1425,07,Wilshire,0736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
241704154,01/02/2024 12:00:00 AM,12/22/2023 12:00:00 AM,1530,17,Devonshire,1713,2,354,THEFT OF IDENTITY,1822 0930,64,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11500    VIKING                       AV,,34.2806,-118.5454
241004112,01/02/2024 12:00:00 AM,12/22/2023 12:00:00 AM,2100,10,West Valley,1006,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1822 0385,23,F,H,101,STREET,,,IC,Invest Cont,331,,,,17500    STRATHERN                    ST,,34.2157,-118.5143
240804045,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,1600,08,West LA,0855,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700    GLENDON                      AV,,34.0522,-118.4378
241305508,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0802,13,Newton,1323,2,354,THEFT OF IDENTITY,0100,27,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,2500    GRIFFITH                     AV,,34.0208,-118.2569
242005428,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1630,20,Olympic,2019,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,200 N  JUANITA                      AV,,34.0755,-118.2904
241804082,01/02/2024 12:00:00 AM,12/22/2023 12:00:00 AM,2230,18,Southeast,1842,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1601 1607 0329,0,X,X,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,745,,,,200 E  112TH                        ST,,33.933,-118.2716
240804064,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2200,08,West LA,0884,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 1402 2028,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,11000 W  PICO                         BL,,34.0383,-118.4323
241405367,02/02/2024 12:00:00 AM,01/31/2023 12:00:00 AM,1600,14,Pacific,1407,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3600    VINTON                       AV,,34.0255,-118.4063
241304062,01/02/2024 12:00:00 AM,12/29/2023 12:00:00 AM,1000,13,Newton,1351,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,41ST                         PL,BROADWAY                     AV,34.0083,-118.2784
241804095,01/02/2024 12:00:00 AM,08/02/2023 12:00:00 AM,1540,18,Southeast,1836,2,354,THEFT OF IDENTITY,0100 1822 0928,29,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10700 S  CENTRAL                      AV,,33.9388,-118.2542
241905308,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1800,19,Mission,1974,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,RAYEN                        ST,E  KESTER                       AV,34.2318,-118.4575
